"Date","Price","Open","High","Low","Vol.","Change %"
"01/14/2019","1,720.93","1,729.33","1,730.42","1,720.93","144.45M","-0.49%"
"01/13/2019","1,729.33","1,724.08","1,731.84","1,724.08","180.83M","0.30%"
"01/10/2019","1,724.08","1,723.96","1,724.93","1,722.53","887.19M","0.01%"
"01/09/2019","1,723.96","1,724.06","1,727.12","1,723.96","205.95M","-0.01%"
"01/08/2019","1,724.06","1,721.90","1,728.02","1,721.90","225.28M","0.13%"
"01/06/2019","1,721.90","1,730.75","1,736.65","1,719.44","127.12M","-0.51%"
"01/03/2019","1,730.75","1,739.21","1,741.17","1,730.71","168.84M","-0.42%"
"01/02/2019","1,738.04","1,727.20","1,738.66","1,727.20","91.99M","0.63%"
"12/31/2018","1,727.21","1,690.19","1,727.21","1,690.09","164.34M","2.20%"
"12/30/2018","1,689.98","1,684.16","1,690.68","1,683.98","104.26M","0.34%"
"12/27/2018","1,684.18","1,682.91","1,689.95","1,682.91","131.46M","0.13%"
"12/26/2018","1,682.03","1,670.41","1,682.82","1,670.38","86.00M","0.71%"
"12/25/2018","1,670.16","1,675.48","1,675.48","1,667.92","91.35M","-0.34%"
"12/24/2018","1,675.86","1,684.39","1,684.39","1,673.62","88.85M","-0.50%"
"12/23/2018","1,684.36","1,698.43","1,698.79","1,684.36","93.59M","-0.85%"
"12/20/2018","1,698.79","1,692.02","1,698.92","1,689.83","125.75M","0.35%"
"12/19/2018","1,692.85","1,695.19","1,696.14","1,692.85","145.87M","-0.13%"
"12/18/2018","1,695.11","1,700.66","1,701.01","1,695.10","184.68M","-0.32%"
"12/17/2018","1,700.59","1,686.32","1,700.95","1,686.26","207.58M","0.83%"
"12/16/2018","1,686.56","1,690.74","1,691.09","1,686.54","138.77M","-0.25%"
"12/13/2018","1,690.74","1,680.90","1,692.04","1,680.83","186.56M","0.66%"
"12/12/2018","1,679.72","1,667.18","1,679.72","1,667.18","217.15M","0.79%"
"12/11/2018","1,666.56","1,649.90","1,666.72","1,649.90","153.99M","1.16%"
"12/10/2018","1,647.43","1,629.77","1,647.45","1,629.76","106.47M","1.12%"
"12/09/2018","1,629.22","1,647.36","1,647.36","1,628.52","102.44M","-1.10%"
"12/06/2018","1,647.42","1,653.47","1,657.80","1,647.42","114.96M","-0.33%"
"12/05/2018","1,652.94","1,659.36","1,659.36","1,651.05","144.56M","-0.43%"
"12/04/2018","1,660.12","1,681.58","1,681.58","1,660.05","147.23M","-1.28%"
"12/03/2018","1,681.66","1,691.75","1,693.10","1,681.66","176.16M","-0.59%"
"12/02/2018","1,691.70","1,707.80","1,707.88","1,691.70","116.67M","-0.88%"
"11/29/2018","1,706.79","1,708.27","1,712.44","1,706.78","234.58M","-0.10%"
"11/28/2018","1,708.58","1,705.89","1,716.20","1,705.89","190.15M","0.25%"
"11/27/2018","1,704.34","1,697.47","1,704.35","1,697.47","166.74M","0.41%"
"11/26/2018","1,697.44","1,701.81","1,701.91","1,696.25","144.26M","-0.26%"
"11/25/2018","1,701.85","1,722.56","1,722.57","1,701.80","200.70M","-1.28%"
"11/22/2018","1,723.91","1,728.22","1,734.12","1,723.91","294.34M","-0.21%"
"11/21/2018","1,727.48","1,732.64","1,732.64","1,726.86","225.07M","-0.33%"
"11/19/2018","1,733.13","1,752.75","1,755.34","1,731.98","278.73M","-1.11%"
"11/18/2018","1,752.58","1,738.42","1,752.86","1,738.42","222.60M","0.84%"
"11/15/2018","1,737.98","1,736.03","1,739.59","1,736.02","216.87M","0.12%"
"11/14/2018","1,735.88","1,742.92","1,742.98","1,735.70","181.66M","-0.36%"
"11/13/2018","1,742.10","1,756.28","1,757.92","1,742.10","243.48M","-0.81%"
"11/12/2018","1,756.25","1,756.20","1,757.81","1,755.00","272.12M","0.00%"
"11/11/2018","1,756.20","1,760.35","1,761.36","1,756.20","201.55M","-0.23%"
"11/08/2018","1,760.33","1,737.30","1,761.92","1,737.30","279.73M","1.33%"
"11/07/2018","1,737.16","1,755.36","1,764.98","1,737.16","261.70M","-1.03%"
"11/06/2018","1,755.25","1,709.20","1,755.25","1,709.20","283.71M","2.58%"
"11/05/2018","1,711.13","1,710.34","1,714.37","1,710.34","287.20M","0.02%"
"11/04/2018","1,710.85","1,722.77","1,727.62","1,710.79","170.32M","-0.67%"
"11/01/2018","1,722.31","1,739.12","1,741.25","1,722.31","201.44M","-0.96%"
"10/31/2018","1,739.08","1,709.23","1,743.10","1,708.08","222.85M","1.80%"
"10/30/2018","1,708.38","1,697.04","1,708.54","1,697.04","195.52M","0.67%"
"10/29/2018","1,697.02","1,678.63","1,697.02","1,678.62","143.21M","1.12%"
"10/28/2018","1,678.24","1,677.92","1,681.17","1,677.68","115.75M","0.03%"
"10/25/2018","1,677.70","1,718.75","1,718.88","1,675.99","157.83M","-2.47%"
"10/24/2018","1,720.11","1,742.64","1,742.64","1,720.04","136.32M","-1.26%"
"10/23/2018","1,742.04","1,746.23","1,749.77","1,739.88","158.19M","-0.18%"
"10/22/2018","1,745.13","1,741.93","1,747.93","1,741.91","170.09M","0.22%"
"10/21/2018","1,741.27","1,739.73","1,742.20","1,736.18","98.59M","0.07%"
"10/18/2018","1,740.02","1,746.46","1,747.15","1,739.99","131.31M","-0.40%"
"10/17/2018","1,747.03","1,761.91","1,764.42","1,742.09","173.56M","-0.84%"
"10/16/2018","1,761.79","1,749.64","1,761.98","1,749.10","133.88M","0.64%"
"10/15/2018","1,750.66","1,753.26","1,753.26","1,744.61","125.40M","-0.14%"
"10/14/2018","1,753.14","1,718.90","1,754.57","1,718.90","132.62M","1.99%"
"10/11/2018","1,718.94","1,736.31","1,736.31","1,710.02","214.18M","-1.30%"
"10/10/2018","1,741.51","1,734.68","1,742.00","1,733.41","163.17M","0.44%"
"10/09/2018","1,733.93","1,735.80","1,741.14","1,733.91","137.81M","-0.11%"
"10/08/2018","1,735.80","1,769.06","1,769.20","1,735.80","172.20M","-1.87%"
"10/04/2018","1,768.96","1,782.88","1,782.88","1,768.94","131.52M","-0.80%"
"10/03/2018","1,783.17","1,779.83","1,792.52","1,779.83","181.84M","0.21%"
"10/02/2018","1,779.42","1,777.76","1,781.30","1,777.14","146.48M","0.09%"
"10/01/2018","1,777.76","1,810.30","1,810.61","1,776.09","109.82M","-1.82%"
"09/30/2018","1,810.78","1,785.24","1,813.65","1,783.19","144.83M","1.45%"
"09/27/2018","1,784.85","1,781.82","1,786.65","1,779.08","152.80M","0.17%"
"09/26/2018","1,781.80","1,761.67","1,783.19","1,761.67","176.21M","1.15%"
"09/25/2018","1,761.50","1,751.42","1,762.66","1,751.11","154.52M","0.58%"
"09/24/2018","1,751.37","1,755.61","1,759.44","1,750.46","211.81M","-0.24%"
"09/23/2018","1,755.53","1,740.15","1,755.53","1,740.15","134.84M","0.88%"
"09/20/2018","1,740.19","1,767.77","1,778.18","1,739.26","293.17M","-1.58%"
"09/19/2018","1,768.19","1,838.88","1,838.88","1,768.18","262.23M","-3.88%"
"09/18/2018","1,839.60","1,843.64","1,855.32","1,839.60","202.92M","-0.21%"
"09/17/2018","1,843.39","1,864.45","1,864.45","1,840.70","164.53M","-1.13%"
"09/16/2018","1,864.51","1,899.95","1,899.95","1,864.36","244.72M","-1.87%"
"09/13/2018","1,900.13","1,920.52","1,920.58","1,899.89","172.65M","-1.07%"
"09/12/2018","1,920.69","1,944.44","1,944.58","1,920.51","207.23M","-1.22%"
"09/10/2018","1,944.47","1,938.65","1,944.76","1,929.40","173.32M","0.30%"
"09/09/2018","1,938.62","1,937.92","1,940.37","1,934.06","193.41M","0.04%"
"09/06/2018","1,937.88","1,930.68","1,938.13","1,930.68","139.82M","0.40%"
"09/05/2018","1,930.21","1,950.15","1,950.26","1,929.19","188.65M","-1.03%"
"09/04/2018","1,950.23","1,942.44","1,954.94","1,942.44","208.67M","0.42%"
"09/03/2018","1,942.12","1,940.48","1,942.12","1,937.06","218.50M","0.08%"
"09/02/2018","1,940.61","1,936.31","1,940.65","1,932.66","182.79M","0.22%"
"08/30/2018","1,936.41","1,927.09","1,937.71","1,927.09","183.42M","0.49%"
"08/29/2018","1,926.95","1,916.36","1,927.22","1,916.35","266.96M","0.55%"
"08/28/2018","1,916.44","1,896.37","1,917.16","1,896.37","306.16M","1.06%"
"08/27/2018","1,896.25","1,898.95","1,899.45","1,889.89","264.54M","-0.15%"
"08/26/2018","1,899.01","1,896.09","1,902.90","1,896.09","194.72M","0.16%"
"08/19/2018","1,896.03","1,899.30","1,899.44","1,894.12","118.12M","-0.19%"
"08/16/2018","1,899.55","1,904.79","1,906.55","1,899.16","166.47M","-0.28%"
"08/15/2018","1,904.86","1,911.18","1,912.62","1,904.86","169.68M","-0.33%"
"08/14/2018","1,911.08","1,924.76","1,926.94","1,911.08","130.43M","-0.71%"
"08/13/2018","1,924.81","1,941.02","1,941.19","1,924.81","220.88M","-0.77%"
"08/12/2018","1,939.70","1,953.71","1,953.71","1,939.67","160.16M","-0.72%"
"08/09/2018","1,953.73","1,953.85","1,959.29","1,953.71","260.31M","0.02%"
"08/08/2018","1,953.38","1,948.27","1,956.90","1,948.27","240.94M","0.28%"
"08/07/2018","1,947.91","1,935.18","1,947.92","1,935.18","157.97M","0.67%"
"08/06/2018","1,934.98","1,943.08","1,943.22","1,934.92","153.65M","-0.41%"
"08/05/2018","1,943.04","1,942.46","1,947.13","1,941.43","121.37M","0.03%"
"08/02/2018","1,942.46","1,937.87","1,944.60","1,937.87","161.80M","0.24%"
"08/01/2018","1,937.86","1,930.40","1,938.50","1,930.40","157.92M","0.40%"
"07/31/2018","1,930.12","1,916.06","1,930.21","1,915.42","157.58M","0.74%"
"07/30/2018","1,915.98","1,920.09","1,922.57","1,915.24","133.13M","-0.21%"
"07/29/2018","1,920.06","1,896.17","1,920.82","1,896.17","185.27M","1.26%"
"07/26/2018","1,896.13","1,897.40","1,898.50","1,885.66","167.07M","-0.08%"
"07/25/2018","1,897.63","1,929.90","1,931.26","1,897.60","230.05M","-1.67%"
"07/24/2018","1,929.84","1,917.83","1,936.53","1,917.83","176.18M","0.63%"
"07/22/2018","1,917.67","1,927.13","1,928.15","1,917.47","102.93M","-0.50%"
"07/19/2018","1,927.29","1,937.70","1,939.80","1,927.28","111.36M","-0.52%"
"07/18/2018","1,937.44","1,932.60","1,942.64","1,932.50","112.46M","0.28%"
"07/17/2018","1,932.11","1,956.80","1,958.47","1,932.11","116.87M","-1.27%"
"07/16/2018","1,956.91","1,980.61","1,982.15","1,956.84","114.92M","-1.20%"
"07/15/2018","1,980.65","1,990.91","1,995.02","1,980.64","115.33M","-0.47%"
"07/12/2018","1,990.09","1,997.46","2,001.79","1,990.08","131.99M","-0.37%"
"07/11/2018","1,997.39","1,993.54","2,002.36","1,993.54","195.06M","0.20%"
"07/10/2018","1,993.33","1,978.19","1,993.56","1,976.03","214.27M","0.81%"
"07/09/2018","1,977.41","1,993.58","1,993.58","1,951.10","217.13M","-0.83%"
"07/08/2018","1,993.90","2,034.73","2,038.93","1,993.85","261.21M","-2.00%"
"07/05/2018","2,034.54","2,047.76","2,048.84","2,033.59","191.77M","-0.65%"
"07/04/2018","2,047.77","2,065.49","2,069.78","2,047.77","248.53M","-0.81%"
"07/03/2018","2,064.48","2,061.29","2,068.33","2,061.29","369.87M","0.16%"
"07/02/2018","2,061.24","2,069.41","2,070.62","2,058.22","181.80M","-0.04%"
"06/28/2018","2,062.11","2,035.04","2,062.22","2,025.59","196.24M","1.36%"
"06/27/2018","2,034.52","2,030.06","2,034.97","2,028.73","195.10M","0.22%"
"06/26/2018","2,030.10","2,065.87","2,065.99","2,029.85","155.15M","-1.76%"
"06/25/2018","2,066.45","2,065.09","2,083.51","2,064.90","208.46M","0.08%"
"06/24/2018","2,064.85","2,062.81","2,070.04","2,062.81","177.82M","0.10%"
"06/21/2018","2,062.80","2,037.70","2,062.80","2,037.33","167.99M","1.24%"
"06/20/2018","2,037.51","2,042.52","2,043.43","2,032.36","203.55M","-0.25%"
"06/19/2018","2,042.67","2,044.67","2,050.32","2,039.58","179.03M","-0.04%"
"06/14/2018","2,043.53","2,047.30","2,053.57","2,038.70","172.12M","-0.25%"
"06/13/2018","2,048.64","2,036.22","2,051.29","2,034.25","117.80M","0.62%"
"06/12/2018","2,036.09","2,037.69","2,041.04","2,033.93","83.81M","-0.08%"
"06/11/2018","2,037.77","2,057.09","2,057.13","2,037.75","97.54M","-0.95%"
"06/10/2018","2,057.25","2,038.12","2,057.44","2,038.07","88.87M","0.95%"
"06/07/2018","2,037.94","2,053.21","2,053.21","2,035.74","162.67M","-0.74%"
"06/06/2018","2,053.18","2,085.09","2,096.23","2,053.17","176.76M","-1.53%"
"06/05/2018","2,085.01","2,120.04","2,120.83","2,073.14","154.77M","-1.65%"
"06/04/2018","2,120.09","2,154.80","2,157.74","2,120.09","151.34M","-1.61%"
"06/03/2018","2,154.78","2,138.22","2,159.05","2,138.22","126.89M","0.77%"
"05/31/2018","2,138.24","2,159.28","2,159.47","2,126.03","333.36M","-0.98%"
"05/30/2018","2,159.33","2,183.69","2,185.09","2,159.33","167.57M","-1.12%"
"05/29/2018","2,183.77","2,177.23","2,190.00","2,177.21","129.09M","0.25%"
"05/28/2018","2,178.22","2,171.46","2,179.44","2,171.46","134.86M","0.02%"
"05/27/2018","2,177.80","2,179.26","2,184.56","2,176.68","92.52M","-0.07%"
"05/24/2018","2,179.27","2,188.96","2,193.06","2,179.13","105.66M","-0.45%"
"05/23/2018","2,189.18","2,189.42","2,195.21","2,188.93","134.38M","0.01%"
"05/22/2018","2,188.86","2,196.96","2,203.07","2,188.86","157.12M","-0.34%"
"05/21/2018","2,196.23","2,187.52","2,200.30","2,187.52","138.46M","0.59%"
"05/20/2018","2,183.25","2,181.48","2,186.06","2,177.02","153.58M","0.08%"
"05/17/2018","2,181.45","2,179.07","2,190.60","2,178.90","110.05M","0.13%"
"05/16/2018","2,178.52","2,189.71","2,190.71","2,172.29","221.90M","-0.50%"
"05/15/2018","2,189.36","2,198.86","2,208.55","2,189.36","248.73M","0.14%"
"05/14/2018","2,186.24","2,199.50","2,209.10","2,186.00","255.63M","-0.59%"
"05/13/2018","2,199.28","2,195.74","2,213.87","2,195.74","213.88M","0.16%"
"05/10/2018","2,195.71","2,224.73","2,224.96","2,192.19","307.80M","-1.32%"
"05/09/2018","2,225.04","2,270.92","2,275.01","2,225.04","265.29M","-1.99%"
"05/08/2018","2,270.15","2,261.04","2,280.55","2,261.04","243.85M","0.41%"
"05/07/2018","2,260.85","2,280.89","2,282.02","2,260.83","149.90M","-0.89%"
"05/06/2018","2,281.14","2,293.57","2,302.63","2,281.14","222.74M","-0.52%"
"05/03/2018","2,293.04","2,322.45","2,322.75","2,293.03","215.49M","-1.18%"
"05/02/2018","2,320.37","2,309.69","2,327.40","2,309.69","202.30M","0.59%"
"04/30/2018","2,306.76","2,295.25","2,310.61","2,295.25","319.37M","0.51%"
"04/29/2018","2,294.99","2,292.89","2,297.10","2,291.08","316.06M","0.15%"
"04/26/2018","2,291.52","2,286.16","2,293.07","2,284.24","294.43M","1.10%"
"04/24/2018","2,266.53","2,273.36","2,277.85","2,266.53","326.75M","-0.29%"
"04/23/2018","2,273.15","2,273.37","2,279.67","2,273.03","361.86M","-0.04%"
"04/22/2018","2,273.97","2,272.63","2,287.50","2,272.63","486.50M","0.04%"
"04/19/2018","2,273.10","2,259.27","2,276.35","2,257.23","256.76M","0.77%"
"04/18/2018","2,255.74","2,265.33","2,268.66","2,255.45","284.07M","-0.40%"
"04/17/2018","2,264.77","2,260.41","2,270.28","2,260.41","281.64M","0.15%"
"04/16/2018","2,261.41","2,254.93","2,266.44","2,254.93","257.10M","0.28%"
"04/15/2018","2,255.08","2,263.01","2,265.37","2,255.08","211.52M","-0.34%"
"04/12/2018","2,262.76","2,273.68","2,273.68","2,249.28","333.58M","-0.48%"
"04/11/2018","2,273.67","2,265.32","2,285.81","2,265.32","533.59M","0.61%"
"04/10/2018","2,259.86","2,240.39","2,260.27","2,240.39","261.64M","0.95%"
"04/05/2018","2,238.57","2,253.12","2,257.00","2,234.33","386.23M","-0.58%"
"04/04/2018","2,251.72","2,258.62","2,280.15","2,251.72","765.78M","-0.23%"
"04/03/2018","2,257.01","2,252.93","2,261.62","2,243.75","676.28M","0.23%"
"04/02/2018","2,251.72","2,258.90","2,267.21","2,251.72","724.76M","-0.23%"
"04/01/2018","2,257.00","2,240.83","2,259.76","2,240.83","646.36M","0.84%"
"03/29/2018","2,238.27","2,221.77","2,239.35","2,217.75","891.78M","0.79%"
"03/28/2018","2,220.80","2,238.97","2,242.21","2,220.80","711.95M","-0.75%"
"03/27/2018","2,237.65","2,234.76","2,244.04","2,234.76","691.60M","0.42%"
"03/26/2018","2,228.23","2,232.12","2,244.74","2,228.23","428.74M","-0.04%"
"03/25/2018","2,229.16","2,250.39","2,250.39","2,229.15","442.44M","-1.00%"
"03/22/2018","2,251.61","2,262.35","2,264.53","2,251.00","536.88M","-0.43%"
"03/21/2018","2,261.31","2,267.94","2,279.50","2,260.94","396.28M","-0.16%"
"03/20/2018","2,264.88","2,267.41","2,272.76","2,264.88","351.69M","-0.07%"
"03/19/2018","2,266.57","2,276.03","2,280.49","2,266.52","319.69M","-0.29%"
"03/18/2018","2,273.06","2,272.60","2,284.28","2,272.60","575.60M","0.05%"
"03/15/2018","2,271.89","2,267.47","2,274.65","2,253.59","409.53M","0.18%"
"03/14/2018","2,267.75","2,291.28","2,305.17","2,267.75","258.91M","-0.60%"
"03/13/2018","2,281.49","2,243.43","2,288.90","2,243.43","393.40M","1.75%"
"03/12/2018","2,242.18","2,217.31","2,245.51","2,217.31","496.31M","1.11%"
"03/11/2018","2,217.46","2,243.45","2,249.23","2,217.34","319.22M","-1.16%"
"03/08/2018","2,243.43","2,212.37","2,244.24","2,211.67","252.84M","1.47%"
"03/07/2018","2,211.00","2,164.70","2,215.31","2,164.70","320.03M","2.18%"
"03/06/2018","2,163.73","2,136.60","2,163.80","2,136.60","306.24M","1.50%"
"03/05/2018","2,131.84","2,109.15","2,134.13","2,109.15","198.03M","1.12%"
"03/04/2018","2,108.16","2,106.72","2,110.51","2,102.86","154.07M","0.10%"
"03/01/2018","2,106.09","2,108.30","2,113.68","2,105.96","183.86M","-0.06%"
"02/28/2018","2,107.30","2,133.54","2,148.53","2,107.13","227.84M","0.15%"
"02/27/2018","2,104.14","2,086.11","2,105.88","2,086.11","231.85M","0.94%"
"02/26/2018","2,084.57","2,080.67","2,088.34","2,076.56","239.94M","0.27%"
"02/25/2018","2,079.00","2,047.95","2,089.12","2,047.95","329.29M","1.55%"
"02/22/2018","2,047.29","2,048.09","2,053.93","2,043.55","311.60M","0.01%"
"02/21/2018","2,047.09","2,047.09","2,059.79","2,046.92","284.34M","0.00%"
"02/20/2018","2,047.06","2,035.17","2,048.07","2,035.17","261.30M","0.60%"
"02/19/2018","2,034.80","2,034.35","2,041.79","2,034.35","251.28M","0.03%"
"02/18/2018","2,034.27","2,036.88","2,049.38","2,034.27","317.40M","0.08%"
"02/15/2018","2,032.61","2,025.25","2,038.18","2,025.25","280.13M","0.38%"
"02/14/2018","2,025.01","2,027.93","2,030.48","2,024.17","243.53M","-0.13%"
"02/13/2018","2,027.62","2,027.28","2,045.59","2,026.72","230.25M","0.04%"
"02/12/2018","2,026.75","2,014.05","2,034.50","2,014.05","235.94M","0.63%"
"02/11/2018","2,013.97","2,025.87","2,028.93","2,010.26","178.08M","-0.59%"
"02/08/2018","2,025.92","2,038.17","2,040.39","2,025.92","193.75M","-0.61%"
"02/07/2018","2,038.34","2,019.16","2,046.04","2,019.16","207.22M","1.40%"
"02/06/2018","2,010.22","2,013.11","2,013.11","1,990.73","260.97M","-1.99%"
"02/05/2018","2,051.08","2,042.22","2,056.63","2,042.21","231.24M","0.50%"
"02/04/2018","2,040.78","2,055.31","2,055.52","2,033.51","156.34M","-0.80%"
"02/01/2018","2,057.31","2,043.85","2,058.12","2,043.47","164.56M","0.75%"
"01/31/2018","2,041.95","2,065.04","2,067.25","2,041.90","235.53M","-1.19%"
"01/30/2018","2,066.50","2,044.71","2,068.76","2,044.71","226.16M","1.17%"
"01/29/2018","2,042.60","2,031.34","2,046.08","2,030.86","241.33M","0.59%"
"01/28/2018","2,030.59","2,018.91","2,033.29","2,018.91","244.02M","0.69%"
"01/24/2018","2,016.75","2,013.72","2,019.23","2,010.65","170.10M","0.15%"
"01/23/2018","2,013.76","2,013.05","2,018.49","2,013.00","180.99M","0.04%"
"01/22/2018","2,012.96","2,024.90","2,030.94","2,012.96","383.71M","-0.54%"
"01/21/2018","2,023.87","2,037.53","2,042.56","2,023.87","306.94M","-0.65%"
"01/18/2018","2,037.02","2,020.19","2,040.58","2,020.19","386.34M","0.88%"
"01/17/2018","2,019.34","2,005.08","2,020.36","2,005.08","333.21M","0.70%"
"01/16/2018","2,005.22","1,994.60","2,008.31","1,993.46","194.22M","0.53%"
"01/15/2018","1,994.58","2,009.06","2,009.37","1,994.57","261.03M","-0.70%"
"01/14/2018","2,008.65","2,017.22","2,022.90","2,008.65","363.08M","-0.38%"
"01/11/2018","2,016.30","1,992.60","2,017.63","1,992.60","246.46M","1.23%"
"01/10/2018","1,991.86","1,982.54","1,996.46","1,981.02","234.77M","0.50%"
"01/09/2018","1,982.00","1,977.82","1,989.55","1,977.82","384.14M","0.25%"
"01/08/2018","1,977.08","1,970.14","1,982.55","1,970.14","223.11M","0.35%"
"01/04/2018","1,970.28","1,974.47","1,980.49","1,970.26","174.27M","-0.22%"
"01/03/2018","1,974.55","1,982.39","1,984.04","1,974.55","189.15M","-0.39%"
"01/02/2018","1,982.32","1,971.72","1,994.06","1,971.72","186.46M","0.54%"
"12/31/2017","1,971.76","1,960.65","1,972.06","1,958.90","106.57M","0.59%"
"12/28/2017","1,960.27","1,962.89","1,964.44","1,958.41","147.25M","-0.05%"
"12/27/2017","1,961.26","1,963.23","1,965.54","1,961.24","137.57M","-0.02%"
"12/26/2017","1,961.62","1,956.20","1,968.25","1,955.67","116.48M","0.30%"
"12/25/2017","1,955.78","1,936.43","1,962.21","1,936.43","137.19M","1.01%"
"12/24/2017","1,936.32","1,943.62","1,943.63","1,932.22","113.05M","-0.38%"
"12/21/2017","1,943.65","1,947.18","1,951.81","1,942.05","134.46M","-0.18%"
"12/20/2017","1,947.19","1,958.18","1,961.33","1,947.19","168.55M","-0.76%"
"12/19/2017","1,962.16","1,960.97","1,978.52","1,960.97","183.20M","0.33%"
"12/18/2017","1,955.63","1,924.77","1,956.36","1,924.77","166.55M","1.65%"
"12/17/2017","1,923.96","1,902.59","1,929.29","1,902.59","229.85M","1.13%"
"12/14/2017","1,902.53","1,872.50","1,911.09","1,872.50","248.17M","1.61%"
"12/13/2017","1,872.32","1,864.78","1,876.56","1,864.78","160.93M","0.41%"
"12/12/2017","1,864.61","1,849.46","1,866.82","1,849.46","225.93M","0.89%"
"12/11/2017","1,848.13","1,835.54","1,848.30","1,835.51","164.24M","0.79%"
"12/10/2017","1,833.59","1,811.64","1,835.02","1,811.64","190.94M","1.26%"
"12/07/2017","1,810.81","1,816.83","1,816.83","1,807.26","174.20M","-0.32%"
"12/06/2017","1,816.67","1,830.42","1,831.67","1,816.67","227.53M","-0.73%"
"12/05/2017","1,830.09","1,838.48","1,838.65","1,828.81","214.66M","-0.64%"
"12/04/2017","1,841.90","1,862.13","1,862.95","1,841.82","240.30M","-1.04%"
"12/03/2017","1,861.24","1,855.06","1,863.39","1,855.06","298.32M","0.49%"
"11/29/2017","1,852.16","1,860.20","1,866.26","1,852.15","304.92M","-0.39%"
"11/28/2017","1,859.43","1,819.60","1,862.27","1,819.60","369.04M","2.26%"
"11/27/2017","1,818.39","1,808.31","1,818.42","1,806.34","288.38M","0.66%"
"11/26/2017","1,806.55","1,785.17","1,811.28","1,785.01","219.42M","1.14%"
"11/23/2017","1,786.11","1,742.47","1,788.80","1,742.47","297.60M","2.72%"
"11/22/2017","1,738.79","1,717.40","1,738.79","1,717.40","225.49M","1.81%"
"11/21/2017","1,707.87","1,706.34","1,715.99","1,706.34","222.88M","0.14%"
"11/20/2017","1,705.52","1,715.48","1,716.38","1,705.37","228.38M","-0.58%"
"11/19/2017","1,715.46","1,731.95","1,736.83","1,715.46","208.44M","-0.95%"
"11/16/2017","1,731.95","1,745.44","1,745.45","1,731.93","197.45M","-0.78%"
"11/15/2017","1,745.64","1,746.60","1,757.56","1,745.64","267.69M","-0.05%"
"11/14/2017","1,746.46","1,748.09","1,751.79","1,746.44","277.18M","0.16%"
"11/13/2017","1,743.70","1,759.47","1,759.47","1,743.68","244.27M","-0.88%"
"11/12/2017","1,759.21","1,774.56","1,782.33","1,759.21","229.74M","-0.81%"
"11/09/2017","1,773.55","1,756.83","1,779.23","1,756.83","398.23M","0.99%"
"11/08/2017","1,756.24","1,746.91","1,756.45","1,746.18","422.31M","0.67%"
"11/07/2017","1,744.57","1,758.21","1,758.21","1,741.09","321.17M","-0.43%"
"11/06/2017","1,752.12","1,764.00","1,771.12","1,752.12","425.82M","-0.71%"
"11/05/2017","1,764.60","1,775.05","1,775.05","1,758.62","297.04M","-0.67%"
"11/02/2017","1,776.59","1,767.48","1,782.45","1,767.48","442.26M","0.68%"
"11/01/2017","1,764.67","1,770.80","1,774.69","1,764.66","418.21M","-0.20%"
"10/31/2017","1,768.24","1,756.47","1,768.54","1,756.47","533.55M","0.73%"
"10/30/2017","1,755.41","1,748.65","1,755.73","1,745.53","470.10M","0.52%"
"10/29/2017","1,746.36","1,742.91","1,750.89","1,742.91","281.04M","0.39%"
"10/26/2017","1,739.66","1,740.42","1,751.18","1,739.06","437.88M","0.23%"
"10/25/2017","1,735.60","1,737.11","1,737.67","1,727.90","343.66M","-0.09%"
"10/24/2017","1,737.15","1,751.83","1,751.83","1,737.15","468.88M","-0.79%"
"10/23/2017","1,751.04","1,755.12","1,758.48","1,751.04","445.36M","0.00%"
"10/22/2017","1,751.00","1,741.61","1,755.11","1,735.61","276.40M","0.38%"
"10/19/2017","1,744.45","1,764.16","1,767.48","1,743.75","457.86M","-1.08%"
"10/18/2017","1,763.41","1,783.48","1,799.84","1,763.41","505.38M","-0.87%"
"10/17/2017","1,778.96","1,782.97","1,786.91","1,776.51","368.84M","-0.32%"
"10/16/2017","1,784.76","1,817.05","1,827.30","1,784.76","530.88M","-1.85%"
"10/15/2017","1,818.31","1,809.20","1,826.78","1,809.20","307.27M","0.49%"
"10/12/2017","1,809.36","1,793.24","1,810.30","1,790.44","327.36M","0.92%"
"10/11/2017","1,792.80","1,786.96","1,799.49","1,786.68","621.39M","0.41%"
"10/10/2017","1,785.40","1,789.31","1,791.72","1,775.63","375.77M","-0.20%"
"10/09/2017","1,788.91","1,809.34","1,816.60","1,788.91","430.28M","-1.01%"
"10/08/2017","1,807.17","1,796.02","1,809.82","1,792.73","386.13M","1.04%"
"10/04/2017","1,788.63","1,774.63","1,789.21","1,774.63","307.41M","1.14%"
"10/03/2017","1,768.42","1,762.35","1,769.98","1,759.08","331.73M","0.34%"
"10/02/2017","1,762.49","1,742.80","1,776.33","1,742.80","377.33M","1.19%"
"10/01/2017","1,741.71","1,727.29","1,741.77","1,725.86","327.20M","1.04%"
"09/28/2017","1,723.81","1,697.61","1,724.01","1,697.61","750.95M","1.51%"
"09/27/2017","1,698.23","1,708.16","1,708.36","1,694.43","580.80M","-0.56%"
"09/26/2017","1,707.85","1,704.41","1,723.47","1,704.41","605.24M","0.24%"
"09/25/2017","1,703.74","1,705.41","1,711.92","1,703.22","386.50M","-0.01%"
"09/24/2017","1,703.90","1,698.41","1,707.14","1,698.41","233.78M","0.71%"
"09/20/2017","1,691.81","1,674.38","1,693.15","1,674.38","341.66M","1.27%"
