"Date","Price","Open","High","Low","Change %"
"07/29/2022","16.228","16.228","16.228","16.228","0.00%"
"07/28/2022","16.228","16.228","16.228","16.228","1.03%"
"07/27/2022","16.063","16.063","16.063","16.063","0.17%"
"07/26/2022","16.036","16.036","16.036","16.036","2.15%"
"07/25/2022","15.698","15.698","15.698","15.698","-0.42%"
"07/22/2022","15.765","15.765","15.765","15.765","0.00%"
"07/21/2022","15.765","15.765","15.765","15.765","0.08%"
"07/20/2022","15.752","15.752","15.752","15.752","-0.36%"
"07/19/2022","15.809","15.809","15.809","15.809","-1.01%"
"07/18/2022","15.970","15.970","15.970","15.970","3.49%"
"07/15/2022","15.431","15.431","15.431","15.431","2.00%"
"07/14/2022","15.128","15.128","15.128","15.128","-0.81%"
"07/13/2022","15.252","16.207","16.207","15.252","-5.85%"
"07/12/2022","16.199","16.206","16.206","16.199","0.00%"
"07/11/2022","16.199","16.206","16.206","16.199","1.88%"
"07/08/2022","15.900","15.900","15.900","15.900","0.00%"
"07/07/2022","15.900","15.900","15.900","15.900","4.06%"
"07/06/2022","15.280","15.280","15.280","15.280","0.66%"
"07/05/2022","15.180","15.180","15.180","15.180","0.00%"
"07/04/2022","15.180","15.180","15.180","15.180","-2.36%"
"07/01/2022","15.547","15.547","15.547","15.547","0.00%"
"06/30/2022","15.547","15.547","15.547","15.547","1.68%"
"06/29/2022","15.290","15.290","15.290","15.290","0.00%"
"06/28/2022","15.290","15.290","15.290","15.290","1.26%"
"06/27/2022","15.100","15.100","15.100","15.100","-0.07%"
"06/24/2022","15.110","15.110","15.110","15.110","0.00%"
"06/23/2022","15.110","15.110","15.110","15.110","-0.66%"
"06/22/2022","15.210","15.210","15.210","15.210","0.00%"
"06/21/2022","15.210","15.210","15.210","15.210","-0.33%"
"06/20/2022","15.260","15.260","15.260","15.260","1.94%"
"06/17/2022","14.970","14.970","14.970","14.970","0.00%"
"06/16/2022","14.970","14.970","14.970","14.970","6.86%"
"06/15/2022","14.009","14.009","14.009","14.009","-0.03%"
"06/14/2022","14.013","14.013","14.013","14.013","0.32%"
"06/13/2022","13.968","13.968","13.968","13.968","0.04%"
"06/10/2022","13.963","13.963","13.963","13.963","0.00%"
"06/09/2022","13.963","13.963","13.963","13.963","0.01%"
"06/08/2022","13.962","13.962","13.962","13.962","0.01%"
"06/07/2022","13.961","13.961","13.961","13.961","0.01%"
"06/06/2022","13.959","13.959","13.959","13.959","-0.05%"
"06/03/2022","13.966","13.966","13.966","13.966","0.00%"
"06/02/2022","13.966","13.966","13.966","13.966","0.00%"
"06/01/2022","13.966","13.966","13.966","13.966","-0.03%"
"05/31/2022","13.970","13.970","13.970","13.970","-1.06%"
"05/30/2022","14.119","14.119","14.119","14.119","-0.70%"
"05/27/2022","14.218","14.218","14.218","14.218","0.00%"
"05/26/2022","14.218","14.218","14.218","14.218","1.62%"
"05/25/2022","13.991","13.991","13.991","13.991","-0.33%"
"05/24/2022","14.038","14.038","14.038","14.038","-8.90%"
"05/23/2022","15.410","15.410","15.410","15.410","0.46%"
"05/20/2022","15.340","15.340","15.340","15.340","0.00%"
"05/19/2022","15.340","15.340","15.340","15.340","0.33%"
"05/18/2022","15.290","15.290","15.290","15.290","0.79%"
"05/17/2022","15.170","15.170","15.170","15.170","1.95%"
"05/16/2022","14.880","14.880","14.880","14.880","1.29%"
"05/13/2022","14.690","14.690","14.690","14.690","0.00%"
"05/12/2022","14.690","14.690","14.690","14.690","0.62%"
"05/11/2022","14.600","14.600","14.600","14.600","2.67%"
"05/10/2022","14.220","14.220","14.220","14.220","-0.49%"
"05/09/2022","14.290","14.290","14.290","14.290","0.35%"
"05/06/2022","14.240","14.240","14.240","14.240","-1.29%"
"05/05/2022","14.426","14.426","14.426","14.426","-0.06%"
"05/04/2022","14.434","14.427","14.434","14.427","0.03%"
"05/03/2022","14.430","14.428","14.430","14.428","0.01%"
"05/02/2022","14.428","14.428","14.428","14.428","1.32%"
"04/29/2022","14.240","14.240","14.240","14.240","0.00%"
"04/28/2022","14.240","14.240","14.240","14.240","1.50%"
"04/27/2022","14.030","14.030","14.030","14.030","1.67%"
"04/26/2022","13.800","13.800","13.800","13.800","2.14%"
"04/25/2022","13.512","13.514","13.514","13.512","-2.09%"
"04/22/2022","13.800","13.800","13.800","13.800","0.00%"
"04/21/2022","13.800","13.800","13.800","13.800","-1.29%"
"04/20/2022","13.980","13.980","13.980","13.980","0.00%"
"04/19/2022","13.980","13.980","13.980","13.980","1.30%"
"04/18/2022","13.800","13.800","13.800","13.800","-2.54%"
"04/15/2022","14.160","14.160","14.160","14.160","0.00%"
"04/14/2022","14.160","14.160","14.160","14.160","-0.21%"
"04/13/2022","14.190","14.190","14.190","14.190","0.57%"
"04/12/2022","14.110","14.110","14.110","14.110","-0.28%"
"04/11/2022","14.150","14.150","14.150","14.150","-0.21%"
"04/08/2022","14.180","14.180","14.180","14.180","0.00%"
"04/07/2022","14.180","14.180","14.180","14.180","0.07%"
"04/06/2022","14.170","14.170","14.170","14.170","0.14%"
"04/05/2022","14.150","14.150","14.150","14.150","0.78%"
"04/04/2022","14.040","14.040","14.040","14.040","1.81%"
"04/01/2022","13.790","13.790","13.790","13.790","0.00%"
"03/31/2022","13.790","13.790","13.790","13.790","0.66%"
"03/30/2022","13.700","13.700","13.700","13.700","-2.91%"
"03/29/2022","14.110","14.110","14.110","14.110","0.07%"
"03/28/2022","14.100","14.100","14.100","14.100","-0.28%"
"03/25/2022","14.140","14.140","14.140","14.140","0.00%"
"03/24/2022","14.140","14.140","14.140","14.140","-1.87%"
"03/23/2022","14.410","14.410","14.410","14.410","-0.07%"
"03/22/2022","14.420","14.420","14.420","14.420","0.77%"
"03/21/2022","14.310","14.310","14.310","14.310","-0.35%"
"03/18/2022","14.360","14.360","14.360","14.360","0.00%"
"03/17/2022","14.360","14.360","14.360","14.360","0.00%"
"03/16/2022","14.360","14.360","14.360","14.360","0.07%"
"03/15/2022","14.350","14.350","14.350","14.350","-3.04%"
"03/14/2022","14.800","14.800","14.800","14.800","2.21%"
"03/11/2022","14.480","14.480","14.480","14.480","0.00%"
"03/10/2022","14.480","14.480","14.480","14.480","-1.76%"
"03/09/2022","14.740","14.740","14.740","14.740","5.36%"
"03/08/2022","13.990","13.990","13.990","13.990","4.51%"
"03/07/2022","13.386","13.386","13.386","13.386","-0.07%"
"03/04/2022","13.396","13.396","13.396","13.396","0.06%"
"03/03/2022","13.388","13.388","13.388","13.388","-0.01%"
"03/02/2022","13.390","13.390","13.390","13.390","-0.02%"
"03/01/2022","13.393","13.393","13.393","13.393","-0.01%"
"02/28/2022","13.395","13.395","13.395","13.395","-0.07%"
"02/25/2022","13.404","13.404","13.404","13.404","0.00%"
"02/24/2022","13.404","13.404","13.404","13.404","-0.14%"
"02/23/2022","13.423","13.423","13.423","13.423","-0.01%"
"02/22/2022","13.424","13.424","13.424","13.424","-0.01%"
"02/21/2022","13.426","13.426","13.426","13.426","-0.04%"
"02/18/2022","13.432","13.432","13.432","13.432","0.00%"
"02/17/2022","13.432","13.432","13.432","13.432","0.03%"
"02/16/2022","13.428","13.428","13.428","13.428","-0.01%"
"02/15/2022","13.430","13.430","13.430","13.430","-0.01%"
"02/14/2022","13.432","13.432","13.432","13.432","0.03%"
"02/11/2022","13.428","13.428","13.428","13.428","0.00%"
"02/10/2022","13.428","13.428","13.428","13.428","-0.01%"
"02/09/2022","13.430","13.430","13.430","13.430","-0.01%"
"02/08/2022","13.431","13.431","13.431","13.431","-0.01%"
"02/07/2022","13.433","13.433","13.433","13.433","-0.05%"
"02/04/2022","13.440","13.440","13.440","13.440","0.00%"
"02/03/2022","13.440","13.440","13.440","13.440","-0.04%"
"02/02/2022","13.445","13.445","13.445","13.445","-0.01%"
"02/01/2022","13.447","13.447","13.447","13.447","-0.01%"
"01/31/2022","13.448","13.448","13.448","13.448","-0.02%"
"01/28/2022","13.451","13.451","13.451","13.451","-1.72%"
"01/27/2022","13.686","13.688","13.688","13.686","1.73%"
"01/26/2022","13.453","13.453","13.453","13.453","-0.02%"
"01/25/2022","13.456","13.456","13.456","13.456","0.00%"
"01/24/2022","13.456","13.456","13.456","13.456","0.29%"
"01/21/2022","13.417","13.417","13.417","13.417","0.00%"
"01/20/2022","13.417","13.417","13.417","13.417","-0.02%"
"01/19/2022","13.420","13.420","13.420","13.420","-0.01%"
"01/18/2022","13.421","13.421","13.421","13.421","-0.01%"
"01/17/2022","13.423","13.423","13.423","13.423","-0.17%"
"01/14/2022","13.446","13.446","13.446","13.446","0.00%"
"01/13/2022","13.446","13.446","13.446","13.446","-0.01%"
"01/12/2022","13.447","13.447","13.447","13.447","-0.01%"
"01/11/2022","13.449","13.449","13.449","13.449","-0.01%"
"01/10/2022","13.450","13.450","13.450","13.450","-0.04%"
"01/07/2022","13.455","13.455","13.455","13.455","-1.73%"
"01/06/2022","13.692","13.693","13.693","13.692","1.75%"
"01/05/2022","13.456","13.456","13.456","13.456","-0.01%"
"01/04/2022","13.458","13.458","13.458","13.458","0.25%"
"01/03/2022","13.425","13.425","13.425","13.425","-0.04%"
"12/31/2021","13.431","13.431","13.431","13.431","0.00%"
"12/30/2021","13.431","13.431","13.431","13.431","-0.19%"
"12/29/2021","13.456","13.456","13.456","13.456","0.57%"
"12/28/2021","13.380","13.380","13.380","13.380","-0.60%"
"12/27/2021","13.461","13.461","13.461","13.461","-0.04%"
"12/24/2021","13.467","13.467","13.467","13.467","0.00%"
"12/23/2021","13.467","13.467","13.467","13.467","-0.61%"
"12/22/2021","13.550","13.550","13.550","13.550","0.67%"
"12/21/2021","13.460","13.460","13.460","13.460","-0.47%"
"12/20/2021","13.524","13.524","13.524","13.524","0.10%"
"12/17/2021","13.510","13.510","13.510","13.510","0.00%"
"12/16/2021","13.510","13.510","13.510","13.510","0.02%"
"12/15/2021","13.507","13.507","13.507","13.507","0.03%"
"12/14/2021","13.503","13.503","13.503","13.503","-0.08%"
"12/13/2021","13.514","13.514","13.514","13.514","0.10%"
"12/10/2021","13.501","13.501","13.501","13.501","0.00%"
"12/09/2021","13.501","13.501","13.501","13.501","-0.27%"
"12/08/2021","13.538","13.538","13.538","13.538","-0.08%"
"12/07/2021","13.549","13.549","13.549","13.549","-0.01%"
"12/06/2021","13.551","13.551","13.551","13.551","-0.04%"
"12/03/2021","13.556","13.556","13.556","13.556","0.00%"
"12/02/2021","13.556","13.556","13.556","13.556","-0.12%"
"12/01/2021","13.572","13.572","13.572","13.572","0.50%"
"11/30/2021","13.505","13.505","13.505","13.505","-0.10%"
"11/29/2021","13.519","13.519","13.519","13.519","-0.41%"
"11/26/2021","13.574","13.574","13.574","13.574","0.00%"
"11/25/2021","13.574","13.574","13.574","13.574","0.18%"
"11/24/2021","13.550","13.550","13.550","13.550","0.07%"
"11/23/2021","13.541","13.541","13.541","13.541","-0.09%"
"11/22/2021","13.553","13.553","13.553","13.553","-0.04%"
"11/19/2021","13.558","13.558","13.558","13.558","0.00%"
"11/18/2021","13.558","13.558","13.558","13.558","0.44%"
"11/17/2021","13.498","13.498","13.498","13.498","-0.03%"
"11/16/2021","13.502","13.502","13.502","13.502","-0.33%"
"11/15/2021","13.547","13.547","13.547","13.547","0.51%"
"11/12/2021","13.478","13.478","13.478","13.478","0.00%"
"11/11/2021","13.478","13.478","13.478","13.478","0.22%"
"11/10/2021","13.449","13.449","13.449","13.449","-0.08%"
"11/09/2021","13.460","13.460","13.460","13.460","-0.01%"
"11/08/2021","13.462","13.462","13.462","13.462","-0.07%"
"11/05/2021","13.472","13.472","13.472","13.472","0.00%"
"11/04/2021","13.472","13.472","13.472","13.472","0.45%"
"11/03/2021","13.412","13.412","13.412","13.412","0.13%"
"11/02/2021","13.395","13.395","13.395","13.395","-0.17%"
"11/01/2021","13.418","13.418","13.418","13.418","-0.08%"
"10/29/2021","13.429","13.429","13.429","13.429","0.00%"
"10/28/2021","13.429","13.429","13.429","13.429","0.13%"
"10/27/2021","13.411","13.411","13.411","13.411","0.23%"
"10/26/2021","13.380","13.380","13.380","13.380","-0.52%"
"10/25/2021","13.450","13.450","13.450","13.450","0.55%"
"10/22/2021","13.376","13.376","13.376","13.376","-1.99%"
"10/21/2021","13.647","13.648","13.648","13.647","2.02%"
"10/20/2021","13.377","13.377","13.377","13.377","-0.39%"
"10/19/2021","13.429","13.429","13.429","13.429","0.19%"
"10/18/2021","13.403","13.403","13.403","13.403","-0.01%"
"10/15/2021","13.404","13.404","13.404","13.404","0.00%"
"10/14/2021","13.404","13.404","13.404","13.404","0.28%"
"10/13/2021","13.366","13.366","13.366","13.366","0.44%"
"10/12/2021","13.308","13.308","13.308","13.308","-0.34%"
"10/11/2021","13.353","13.353","13.353","13.353","0.79%"
"10/08/2021","13.248","13.248","13.248","13.248","1.30%"
"10/07/2021","13.078","13.078","13.078","13.078","-1.29%"
"10/06/2021","13.248","13.248","13.248","13.248","0.46%"
"10/05/2021","13.187","13.187","13.187","13.187","-0.70%"
"10/04/2021","13.280","13.280","13.280","13.280","17.80%"
"10/01/2021","11.273","11.273","11.273","11.273","-0.01%"
"09/30/2021","11.274","11.274","11.274","11.274","-1.32%"
"09/29/2021","11.425","11.425","11.425","11.425","-15.06%"
"09/28/2021","13.450","13.450","13.450","13.450","-0.09%"
"09/27/2021","13.462","13.462","13.462","13.462","0.19%"
"09/24/2021","13.436","13.436","13.436","13.436","0.00%"
"09/23/2021","13.436","13.436","13.436","13.436","-0.08%"
"09/22/2021","13.447","13.447","13.447","13.447","-0.55%"
"09/21/2021","13.521","13.521","13.521","13.521","0.01%"
"09/20/2021","13.520","13.520","13.520","13.520","0.55%"
"09/17/2021","13.446","13.446","13.446","13.446","0.00%"
"09/16/2021","13.446","13.446","13.446","13.446","0.01%"
"09/15/2021","13.445","13.445","13.445","13.445","-0.27%"
"09/14/2021","13.481","13.481","13.481","13.481","-0.09%"
"09/13/2021","13.493","13.493","13.493","13.493","0.10%"
"09/10/2021","13.480","13.480","13.480","13.480","0.00%"
"09/09/2021","13.480","13.480","13.480","13.480","0.63%"
"09/08/2021","13.396","13.396","13.396","13.396","3.37%"
"09/07/2021","12.959","12.959","12.959","12.959","-0.02%"
"09/06/2021","12.962","12.962","12.962","12.962","-0.14%"
"09/03/2021","12.980","12.980","12.980","12.980","0.01%"
"09/02/2021","12.979","12.979","12.979","12.979","-3.32%"
"09/01/2021","13.425","13.425","13.425","13.425","0.28%"
"08/31/2021","13.388","13.388","13.388","13.388","-0.02%"
"08/30/2021","13.391","13.391","13.391","13.391","-0.16%"
"08/27/2021","13.413","13.413","13.413","13.413","0.00%"
"08/26/2021","13.413","13.413","13.413","13.413","-0.07%"
"08/25/2021","13.422","13.422","13.422","13.422","0.00%"
"08/24/2021","13.422","13.422","13.422","13.422","-0.01%"
"08/23/2021","13.424","13.424","13.424","13.424","-0.04%"
"08/20/2021","13.430","13.430","13.430","13.430","0.00%"
"08/19/2021","13.430","13.430","13.430","13.430","-0.68%"
"08/18/2021","13.522","13.522","13.522","13.522","0.31%"
"08/17/2021","13.480","13.480","13.480","13.480","-0.01%"
"08/16/2021","13.482","13.482","13.482","13.482","-1.88%"
"08/13/2021","13.740","13.740","13.740","13.740","0.62%"
"08/12/2021","13.655","13.517","13.655","13.517","-0.52%"
"08/11/2021","13.726","13.726","13.726","13.726","-0.01%"
"08/10/2021","13.728","13.728","13.728","13.728","-0.01%"
"08/09/2021","13.729","13.729","13.729","13.729","-0.07%"
"08/06/2021","13.738","13.738","13.738","13.738","-0.20%"
"08/05/2021","13.766","13.766","13.766","13.766","-0.01%"
"08/04/2021","13.768","13.768","13.768","13.768","-0.02%"
"08/03/2021","13.771","13.771","13.771","13.771","0.00%"
"08/02/2021","13.771","13.771","13.771","13.771","0.15%"
"07/30/2021","13.750","13.750","13.750","13.750","0.01%"
"07/29/2021","13.749","13.749","13.749","13.749","-0.41%"
"07/28/2021","13.806","13.806","13.806","13.806","1.48%"
"07/27/2021","13.604","13.604","13.604","13.604","0.00%"
"07/26/2021","13.604","13.604","13.604","13.604","0.15%"
"07/23/2021","13.584","13.584","13.584","13.584","1.03%"
"07/22/2021","13.446","13.446","13.446","13.446","0.20%"
"07/21/2021","13.420","13.436","13.436","13.420","-0.12%"
"07/20/2021","13.436","13.437","13.437","13.436","-0.01%"
"07/19/2021","13.437","13.439","13.439","13.437","-1.10%"
"07/16/2021","13.587","13.587","13.587","13.587","0.00%"
"07/15/2021","13.587","13.587","13.587","13.587","0.00%"
"07/14/2021","13.587","13.587","13.587","13.587","0.73%"
"07/13/2021","13.488","13.488","13.488","13.488","0.00%"
"07/12/2021","13.488","13.488","13.488","13.488","-0.01%"
"07/09/2021","13.490","13.490","13.490","13.490","0.00%"
"07/08/2021","13.490","13.490","13.490","13.490","0.12%"
"07/07/2021","13.474","13.474","13.474","13.474","-0.01%"
"07/06/2021","13.475","13.475","13.475","13.475","0.74%"
"07/05/2021","13.376","13.376","13.376","13.376","0.84%"
"07/02/2021","13.265","13.265","13.265","13.265","0.95%"
"07/01/2021","13.140","13.141","13.141","13.140","-0.95%"
"06/30/2021","13.266","13.266","13.266","13.266","0.00%"
"06/29/2021","13.266","13.266","13.266","13.266","-0.01%"
"06/28/2021","13.267","13.267","13.267","13.267","0.26%"
"06/25/2021","13.232","13.232","13.232","13.232","0.00%"
"06/24/2021","13.232","13.232","13.232","13.232","0.15%"
"06/23/2021","13.212","13.212","13.212","13.212","0.01%"
"06/22/2021","13.211","13.211","13.211","13.211","0.01%"
"06/21/2021","13.210","13.210","13.210","13.210","-0.68%"
"06/18/2021","13.300","13.300","13.300","13.300","0.00%"
"06/17/2021","13.300","13.300","13.300","13.300","-0.15%"
"06/16/2021","13.320","13.320","13.320","13.320","0.00%"
"06/15/2021","13.320","13.320","13.320","13.320","0.00%"
"06/14/2021","13.320","13.320","13.320","13.320","-0.24%"
"06/11/2021","13.352","13.352","13.352","13.352","0.00%"
"06/10/2021","13.352","13.352","13.352","13.352","0.00%"
"06/09/2021","13.352","13.352","13.352","13.352","-0.05%"
"06/08/2021","13.359","13.359","13.359","13.359","0.00%"
"06/07/2021","13.359","13.359","13.359","13.359","-0.05%"
"06/04/2021","13.366","13.366","13.366","13.366","0.00%"
"06/03/2021","13.366","13.366","13.366","13.366","-0.13%"
"06/02/2021","13.384","13.384","13.384","13.384","0.00%"
"06/01/2021","13.384","13.384","13.384","13.384","0.01%"
"05/31/2021","13.383","13.383","13.383","13.383","0.34%"
"05/28/2021","13.337","13.337","13.337","13.337","0.00%"
"05/27/2021","13.337","13.337","13.337","13.337","-0.39%"
"05/26/2021","13.389","13.389","13.389","13.389","-0.01%"
"05/25/2021","13.391","13.391","13.391","13.391","0.00%"
"05/24/2021","13.391","13.391","13.391","13.391","0.31%"
"05/21/2021","13.350","13.350","13.350","13.350","0.00%"
"05/20/2021","13.350","13.350","13.350","13.350","-0.57%"
"05/19/2021","13.427","13.427","13.427","13.427","-0.04%"
"05/18/2021","13.432","13.432","13.432","13.432","0.01%"
"05/17/2021","13.431","13.431","13.431","13.431","0.75%"
"05/14/2021","13.332","13.332","13.332","13.332","-0.90%"
"05/13/2021","13.453","13.453","13.453","13.453","-0.30%"
"05/12/2021","13.493","13.322","13.493","13.322","1.04%"
"05/11/2021","13.354","13.354","13.354","13.354","0.00%"
"05/10/2021","13.354","13.354","13.354","13.354","-0.14%"
"05/07/2021","13.373","13.373","13.373","13.373","0.00%"
"05/06/2021","13.373","13.373","13.373","13.373","-0.09%"
"05/05/2021","13.385","13.385","13.385","13.385","0.00%"
"05/04/2021","13.385","13.385","13.385","13.385","0.08%"
"05/03/2021","13.374","13.374","13.374","13.374","-0.65%"
"04/30/2021","13.462","13.462","13.462","13.462","0.58%"
"04/29/2021","13.385","13.385","13.385","13.385","-0.25%"
"04/28/2021","13.419","13.419","13.419","13.419","-0.01%"
"04/27/2021","13.420","13.420","13.420","13.420","0.00%"
"04/26/2021","13.420","13.420","13.420","13.420","0.00%"
"04/23/2021","13.420","13.420","13.420","13.420","0.00%"
"04/22/2021","13.420","13.420","13.420","13.420","0.00%"
"04/21/2021","13.420","13.420","13.420","13.420","0.00%"
"04/20/2021","13.420","13.420","13.420","13.420","0.00%"
"04/19/2021","13.420","13.420","13.420","13.420","0.00%"
"04/16/2021","13.420","13.420","13.420","13.420","-0.01%"
"04/15/2021","13.421","13.421","13.421","13.421","0.01%"
"04/14/2021","13.419","13.419","13.419","13.419","0.00%"
"04/13/2021","13.419","13.419","13.419","13.419","-0.01%"
"04/12/2021","13.421","13.421","13.421","13.421","0.01%"
"04/09/2021","13.420","13.420","13.420","13.420","0.00%"
"04/08/2021","13.420","13.420","13.420","13.420","-0.06%"
"04/07/2021","13.428","13.428","13.428","13.428","0.00%"
"04/06/2021","13.428","13.428","13.428","13.428","0.00%"
"04/05/2021","13.428","13.428","13.428","13.428","0.00%"
"04/02/2021","13.428","13.428","13.428","13.428","-0.01%"
"04/01/2021","13.429","13.429","13.429","13.429","0.00%"
"03/31/2021","13.429","13.429","13.429","13.429","0.22%"
"03/30/2021","13.400","13.400","13.400","13.400","0.00%"
"03/29/2021","13.400","13.400","13.400","13.400","0.00%"
"03/26/2021","13.400","13.400","13.400","13.400","0.00%"
"03/25/2021","13.400","13.400","13.400","13.400","-0.21%"
"03/24/2021","13.428","13.428","13.428","13.428","0.00%"
"03/23/2021","13.428","13.428","13.428","13.428","0.00%"
"03/22/2021","13.428","13.428","13.428","13.428","0.50%"
"03/19/2021","13.361","13.361","13.361","13.361","0.00%"
"03/18/2021","13.361","13.361","13.361","13.361","-0.17%"
"03/17/2021","13.384","13.384","13.384","13.384","-0.22%"
"03/16/2021","13.414","13.414","13.414","13.414","0.00%"
"03/15/2021","13.414","13.414","13.414","13.414","0.29%"
"03/12/2021","13.375","13.375","13.375","13.375","-0.19%"
"03/11/2021","13.400","13.400","13.400","13.400","0.00%"
"03/10/2021","13.400","13.400","13.400","13.400","0.00%"
"03/09/2021","13.400","13.400","13.400","13.400","0.00%"
"03/08/2021","13.400","13.400","13.400","13.400","1.13%"
"03/05/2021","13.250","13.250","13.250","13.250","0.00%"
"03/04/2021","13.250","13.250","13.250","13.250","-0.01%"
"03/03/2021","13.251","13.251","13.251","13.251","0.01%"
"03/02/2021","13.250","13.250","13.250","13.250","0.00%"
"03/01/2021","13.250","13.250","13.250","13.250","0.00%"
"02/26/2021","13.250","13.250","13.250","13.250","0.00%"
"02/25/2021","13.250","13.250","13.250","13.250","0.00%"
"02/24/2021","13.250","13.250","13.250","13.250","0.00%"
"02/23/2021","13.250","13.250","13.250","13.250","0.00%"
"02/22/2021","13.250","13.250","13.250","13.250","0.00%"
"02/19/2021","13.250","13.250","13.250","13.250","0.00%"
"02/18/2021","13.250","13.250","13.250","13.250","0.00%"
"02/17/2021","13.250","13.250","13.250","13.250","-0.15%"
"02/16/2021","13.270","13.270","13.270","13.270","0.00%"
"02/15/2021","13.270","13.270","13.270","13.270","-0.01%"
"02/12/2021","13.271","13.271","13.271","13.271","0.01%"
"02/11/2021","13.270","13.270","13.270","13.270","0.00%"
"02/10/2021","13.270","13.270","13.270","13.270","2.95%"
"02/09/2021","12.890","12.890","12.890","12.890","0.01%"
"02/08/2021","12.889","12.889","12.889","12.889","0.00%"
"02/05/2021","12.889","12.889","12.889","12.889","-0.02%"
"02/04/2021","12.891","12.891","12.891","12.891","0.00%"
"02/03/2021","12.891","12.891","12.891","12.891","0.00%"
"02/02/2021","12.891","12.891","12.891","12.891","0.00%"
"02/01/2021","12.891","12.891","12.891","12.891","0.02%"
"01/29/2021","12.889","12.889","12.889","12.889","-0.29%"
"01/28/2021","12.927","12.811","12.927","12.811","0.29%"
"01/27/2021","12.890","12.890","12.890","12.890","-2.14%"
"01/26/2021","13.172","13.172","13.172","13.172","1.49%"
"01/25/2021","12.979","12.979","12.979","12.979","-0.02%"
"01/22/2021","12.981","12.981","12.981","12.981","0.00%"
"01/21/2021","12.981","12.981","12.981","12.981","0.56%"
"01/20/2021","12.909","12.909","12.909","12.909","0.00%"
"01/19/2021","12.909","12.909","12.909","12.909","0.00%"
"01/18/2021","12.909","12.909","12.909","12.909","0.16%"
"01/15/2021","12.888","12.888","12.888","12.888","0.00%"
"01/14/2021","12.888","12.888","12.888","12.888","-0.01%"
"01/13/2021","12.889","12.889","12.889","12.889","0.12%"
"01/12/2021","12.873","12.873","12.873","12.873","-0.01%"
"01/11/2021","12.874","12.874","12.874","12.874","-0.59%"
"01/08/2021","12.951","12.951","12.951","12.951","-0.99%"
"01/07/2021","13.080","12.950","13.080","12.950","1.00%"
"01/06/2021","12.951","12.951","12.951","12.951","0.00%"
"01/05/2021","12.951","12.951","12.951","12.951","0.00%"
"01/04/2021","12.951","12.951","12.951","12.951","0.09%"
"12/31/2020","12.939","12.939","12.939","12.939","0.84%"
"12/30/2020","12.831","12.831","12.831","12.831","-0.01%"
"12/29/2020","12.832","12.832","12.832","12.832","0.01%"
"12/28/2020","12.831","12.831","12.831","12.831","0.54%"
"12/25/2020","12.762","12.762","12.762","12.762","-0.02%"
"12/24/2020","12.764","12.764","12.764","12.764","1.17%"
"12/23/2020","12.617","12.617","12.617","12.617","-0.01%"
"12/22/2020","12.618","12.618","12.618","12.618","-0.21%"
"12/21/2020","12.644","12.644","12.644","12.644","-0.32%"
"12/18/2020","12.685","12.685","12.685","12.685","0.00%"
"12/17/2020","12.685","12.685","12.685","12.685","-2.43%"
"12/16/2020","13.001","13.001","13.001","13.001","-0.01%"
"12/15/2020","13.002","13.002","13.002","13.002","0.00%"
"12/14/2020","13.002","13.002","13.002","13.002","-0.11%"
"12/11/2020","13.016","13.016","13.016","13.016","0.00%"
"12/10/2020","13.016","13.016","13.016","13.016","-1.97%"
"12/09/2020","13.277","13.277","13.277","13.277","-0.10%"
"12/08/2020","13.290","13.290","13.290","13.290","0.00%"
"12/07/2020","13.290","13.290","13.290","13.290","-0.06%"
"12/04/2020","13.298","13.298","13.298","13.298","0.01%"
"12/03/2020","13.297","13.297","13.297","13.297","0.00%"
"12/02/2020","13.297","13.297","13.297","13.297","-0.02%"
"12/01/2020","13.299","13.299","13.299","13.299","-0.07%"
"11/30/2020","13.308","13.308","13.308","13.308","-0.31%"
"11/27/2020","13.349","13.349","13.349","13.349","0.00%"
"11/26/2020","13.349","13.349","13.349","13.349","-0.22%"
"11/25/2020","13.379","13.379","13.379","13.379","0.18%"
"11/24/2020","13.355","13.355","13.355","13.355","-0.01%"
"11/23/2020","13.356","13.356","13.356","13.356","0.12%"
"11/20/2020","13.340","13.340","13.340","13.340","0.00%"
"11/19/2020","13.340","13.340","13.340","13.340","0.00%"
"11/18/2020","13.340","13.340","13.340","13.340","-0.01%"
"11/17/2020","13.342","13.342","13.342","13.342","-0.29%"
"11/16/2020","13.381","13.381","13.381","13.381","-0.41%"
"11/13/2020","13.436","13.436","13.436","13.436","-0.01%"
"11/12/2020","13.437","13.437","13.437","13.437","-1.44%"
"11/11/2020","13.633","13.633","13.633","13.633","0.16%"
"11/10/2020","13.611","13.571","13.611","13.571","-0.17%"
"11/09/2020","13.634","13.634","13.634","13.634","0.27%"
"11/06/2020","13.597","13.597","13.597","13.597","-0.50%"
"11/05/2020","13.666","13.666","13.666","13.666","-0.39%"
"11/04/2020","13.719","13.719","13.719","13.719","-0.01%"
"11/03/2020","13.720","13.720","13.720","13.720","0.68%"
"11/02/2020","13.627","13.627","13.627","13.627","0.01%"
"10/30/2020","13.626","13.626","13.626","13.626","0.13%"
"10/29/2020","13.608","13.644","13.644","13.608","-0.38%"
"10/28/2020","13.661","13.661","13.661","13.661","-0.01%"
"10/27/2020","13.663","13.663","13.663","13.663","0.16%"
"10/26/2020","13.641","13.641","13.641","13.641","0.68%"
